"rating","text"
"no"," | I have been delayed 5 times thus far on my trip from Raleigh to Montego Bay via Fort Lauderdale. I am highly disappointed in this long delay in my vacation. This is my first and last time flying Jetblue. I have lost money on my room at the resort thanks to the airline."
"no"," |  I had 3 delays leaving Boston and then for my return flight I received an email that my flight was canceled. Soon an automated voicemail and email reported a next day new flight. However I had planned to fly out after a conference and had no reservation to stay in PA. I called customer service who told me to go to the airport to talk with someone at the Jetblue Kiosk who might be able to offer some compensation. I asked for clarification-you are telling me to pay to travel to the airport where you have already notified me that my flight is canceled to possibly offer me compensation. Yes the rep offers. I am horrified - what if this was my daughter flying. What would she do in a city by herself without a hotel? I checked the website and entered my flight info - no compensation. Thankfully I did not spend $60 getting to the airport to learn this. Unacceptable."
"no"," |  New York to Seattle. The incompetence and lack of ownership from JetBlue's side astounds me. I am unlikely to ever fly this airline again. From my flight being cancelled (Flight 263), to them loosing my luggage and blaming everyone else (Emirates, Me, Customs, etc) but themselves, to their inundated Customer Service people spending 30 to 60 minutes on the phone per customer to attempt to get them on other flights. I spent almost 6 hours at JFK figuring out what I needed to do as their customer service representatives were so unhelpful and made almost no announcements to anyone to let us know what was actually going on. I stood in one line for 2 hours and then another for another 2 hours and at no point were we given any clear guidance as to what was actually happening. Once I finally got a ticket out of New York for 2 days after the cancelled flight, I was told that JetBlue would not cover accommodation due to the flight being cancelled on account on bad weather. There was no bad weather in New York at the time that we arrived or the time the flight was supposed to depart. I spoke to several passengers who were all going to very different destinations, Seattle, Charleston, Boston, etc and all flights were cancelled which tells me that the weather issue was not the destination or on route, it was the source (New York), and seeing that there was actually no rain an just some clouds, it seems ludicrous that they would have us believe that the flights were cancelled due to bad weather.  The fact that these sorts of things must happen every day, so for me to spend 6 hours in a airport, sorting everything from flights, to accommodation, to taxis, to my lost luggage which up to today no one had logged a ticket for, is absolutely unacceptable and it boggles my mind that they are still operating with this level of inefficiency, lack of procedure and incompetence."
"no"," |  My flight was cancelled today from New York to Seattle. I have been waiting in the customer service line for over an hour to find out what my next steps are. The staff have been absolutely useless and insanely slow. They are taking so unacceptably long to turn over customers. Some of the same people are still waiting at the service counter. This will undoubtedly be the last time I use this airline again!"
"no"," |  Long Beach to Austin. What has happened to JetBlue?? It used to be our go to airline to fly into Orange County. Three flights over the course of the past two weeks have resulted in 2 + hour delays for two of the flights and a missing crew for the other flight resulting in a 1+ hour delay. Will look for alternate airlines from here on out!"
"no"," |  We were trying to fly by JetBlue (flight 1752) yesterday to Nantucket from Boston. Flight has been delayed due to ""weather conditions"" and finally canceled - and we have been rebooked to connecting flights via JFK, so will spend whole day flying. No compensation. Killed Saturday. The irony is there were many flights same day which successfully taken off from Boston and landed in Nantucket same time with canceled JB flight. Not been stopped by weather. Looks like when you are JetBlue and have a lot of free seats next day on others flights, nothing prevents to cancel a flight and save a lot of money - no matter what plans people have. From other review here it seems I am not alone and frequent flights cancellation from JetBlue is common practice, so avoid flying them unless you have no other option - or have plenty of free time and money."
"no"," |  Daytona Beach to New York . I bought two tickets. One was for me and the other was for my son. For some reason, my son was not able to travel with me, but I still kept the ticket and checked in for him. Since I paid for the ticket, I wanted to keep the seat vacant for more space. When I was boarding at the gate, Jetblue staff took my son's boarding pass away from me. She said that since my son was not boarding, Jetblue needed to have the boarding pass back, and to remove my son from the flight customer list. I asked if Jetblue would give the seat to the others. The Jetblue staff said that they can and that's how it work. I was surprised of the information.  Nevertheless, the seat of my son was left open today because they didn't need it (the staff told me)."
"no"," |  New York to Buffalo via Boston. Jetblue thoroughly disappointed me over the Holiday Weekend. I was supposed to go home on June 30th at 10:30 pm out of JFK, but that did not happen. My flight was delayed for hours, until, they finally cancelled it. Not only did the support team have no remorse or sympathy, the only flight they could get me on was the next day at 8 am, which had a 5 hour layover in Boston and wouldn't get to Buffalo until the next day at 8 pm. I had no guarantee I would not get stuck in Boston the next day. My trip was cancelled, I was stranded at New York JFK at 3 in the morning, with no way to get home but spend $100 on an Uber back to my home in Jersey. I was inconvenienced, exhausted, and upset. I waited in the customer service line for two hours, only for their support team to tell me they could not refund me. I was finally refunded the next day after waiting on hold for an hour. It was not weather - it was that this airline could not handle the magnitude of flights booked for the Holiday Weekend and did not have enough Pilots. Maybe if the customer service team was a bit more caring, efficient and helpful, I would consider flying with Jet Blue, but not even one ounce of remorse or care-that shows me how valued we are as customers."
"no"," |  Based on my experiences of 6/22/2017 and 6/24/2017 I will never purchase another fare from JetBlue and I will never recommend them to anyone. In the spring I began making plans to attend my daughters graduation from grad school in Vermont. Using Expedia, I searched for a reasonable fare and decided on JetBlue. The fares I purchased included a flight from O'Hare to JFK with a short layover at JFK and then a flight to Vermont. The same package in reverse was available for us three days later when we wanted to return home. So in all I purchased three fares, one for myself, my husband and youngest daughter and altogether, we were scheduled for two flights to get to Vermont and two flights to return to Chicago. On the drive into O'Hare on the morning of 6/22/2017 I received a text message that the flight to JFK and then the connecting flight to Vermont had been cancelled. There was no reasonable explanation given. Here were all my hopes of getting to Vermont cancelled in a brief, cold text message. I called Expedia who helped me arrange for another flight to Burlington but they also told me to keep the flight with JetBlue for my return flight on 6/24/2017 as they hadn't cancelled those two flights. Bad idea. I should of cancelled it and made changes right then but I thought this kind of event was something unusual. On Saturday 6/24/2017 when we went to the airport in Vermont to depart, the JetBlue flight was delayed for around four hours. JetBlue arranged for us to get a later connecting flight to Chicago that was suppose to leave around 6.00. When we got to JFK, the flight to Chicago was on the board and it said ""on time"". I think we may have been there an hour or so and suddenly the status of the flight was changed to ""cancelled"". Again, we got no answers or help from JetBlue's customer service with the exception of telling us where we could pick up our checked bag in the airport and rescheduling a plane the next day that we later learned would supposedly leave some time around 2.00 in afternoon and get us home by 9.30 after two connecting flights. Fearing we would be stranded in yet another city we made other arrangements. Essentially, we were left stranded at JFK by JetBlue. There were no available hotel rooms this weekend as it was Pride weekend in New York City and all the hotels were booked. We searched for rooms, Expedia searched for us and after using the services at JFK we learned there was nothing available. We were given no help or direction from JetBlue that was meaningful or helpful in our situation. We had never been to New York and only expected our stay to be a brief one as a connecting flight. No room, no reciprocity with another carrier. So to be clear, three out of the four flights we had arranged months in advance were cancelled by JetBlue with just the flick of a text message. I will never fly JetBlue ever again. I am utterly appalled for what passed as service and the willingness to leave people stranded with no assistance. There are few words to describe the service we received from JetBlue over this weekend but it was punctuated with an attitude of ""aww too bad"" and your on your own. I would like to thank the people who did help us at JFK but they were were from a different carrier, who actually got us home the next morning."
"no"," | Our 8:45 pm Jetblue flight departed Fort Lauderdale, FL at 9:32 pm and landed in Detroit airport at 12:20 am (Scheduled at 11:44 pm). We were stuck in front of the gate for 1 hour because the gate crews were not there. That is ridiculous! If they can't keep enough ground crew, why they are in business. They don't have any right to play with customers' valuable time."
"no","Scheduled to fly Jetblue Airways from Long Beach to Las Vegas. I will never fly with this airline again, been waiting two hours for a flight to Vegas and you can't get any updates or assistance from employees. I could have driven to my destination by now. I'm still waiting to board. I would not recommend anyone fly with them."
"no"," |  San Jose to Boston. The flight was delayed for 6+ hours and then they cancelled the flight because they could not find a cabin crew to work that flight after all the delays. The customer service was not very accommodating during this whole situation. They had overbooked the flight, but that was avoided altogether because they ended up cancelling the flight after making people wait for a 6+ hours. They did not want to refund or rebook and all $$$ I had spent on the flight is gone. The frontdesk person was also not as helpful (granted people's tempers were already fuming after not being given ample communication beforehand that the flight might get cancelled and having been made to wait for 6 hours during the wee hours of the night). I ended up missing all the important appointments planned as a result of this incident. I will never fly JetBlue again."
"no"," |  Flew from Burlington to Seattle via New York JFK. I will never fly Jetblue Airways again. My flight here was first delayed by four hours. Then my return flight was delayed by two hours because they held a plane for another group from another city, causing me to miss my connection. It seems this airline can't keep its schedule even remotely. I'm losing an entire day because they ran some numbers and figured it was easier to screw the smaller number of flyers. I'll pay a little extra to fly with airlines I can trust like Alaska Air. "
"no"," |  Multiple delays of 2-3 hours on both flights leaving on 6/16 and returning on 6/25 flying from Orlando to Newark. ""Maintenance issues"". As the gate number also kept changing, we could see many other JetBlue flights were delayed. Really disappointing! Won't be flying with Jetblue again."
"yes"," |  Boston to Philadelphia. The airport staff that helped me with booking of my flight was helpful. I requested an earlier flight instead of the stated flight time that was given to me in Lisbon, and the staff did everything to get me on board with the earlier time. I would give 5 star for this service."
"no"," |  Boston to Fort Myers. First flight was cancelled 3 hours before departure with no other flight options that day. Had to leave in the evening the following day and that flight was delayed 2 hours. An entire 24 hours of vacation lost forever. Return flight was delayed an hour. Weather was clear both days at our airport as well as the airport the plane was coming from. This errand I could care less about your time they just want your money."
"no"," | JetBlue is the worst airline, first time flying this company from Fort Lauderdale to Las Vegas and everything went wrong. First 3 gate changes, 2 hours to get on the plane through the rudest gate staff you can imagine. Once on as we taxi, the pilot says there's thunder while other planes take off, then half an hour after it turns out to be a mechanical problem they are going to ""try to fix"". Please see attached picture for the riveting entertainment, and the wifi doesn't work either."
"no"," |  Flew Jetblue from Portland to Anchorage. Customer service was horrible at the ticket counter. We were traveling with someone with a wheelchair and the staff member gave us the wrong information. After waiting for four hours she told my husband he could go right to baggage drop and they refused to assist him and sent him to the end of the line. Not helpful at all. Not sure what happened, last year they had excellent service and this year it has gone downhill. This is the second time we have flown this summer."
"yes"," | I always fly JetBlue - every time there is always exceptional service provided. From Santo Domingo to New York JFK, the flight attendant onboard was super friendly and helpful, and made this flight very pleasant and enjoyable. Thank you Jetblue for always providing such outstanding service. Will continue to fly with this airline."
"no"," |  New York to Jacksonville. First flight delayed so we missed the second. Still waiting 2nd flight that's been delayed twice. Probably will be spending the night at JFK for reasons no one will share with us. I would like to rate them zero. One thing's for sure, JetBlue will never screw me again."
"no"," |  Charlotte to Boston. JetBlue is a good carrier if you fly to and from a JetBlue hub. If not, I would not fly on this airline. 100% of my direct flights from Charlotte to Boston return  have been either late or canceled. In all cases, it was important for me to get to my destination on time. JetBlue tends to be slightly better priced than American on these routes, but I have concluded it just isn't worth the $25-$35 savings."
"no"," | Thought that I'd try Jetblue for the first time when they posted the cheapest flight for the first time in the 3 years I've been flying between San Antonio / Austin and New York. In the end I've come to the conclusion, as I'm waiting overnight in the JFK terminal for 8 hours that they really just don't care. I originally scheduled travel to leave on the evening of 25 May but I was informed that the flight would be delayed out of Austin for 3 hrs and as a result would miss my connection at JFK. The earliest they'd be able to get me out of JFK on the 26th would be 4pm, so I changed my flight to depart Austin on the 26th. The same flight on the 26th was again delayed from 5:06pm to 5:50 pm and I called to ensure that I would still make my connection. The phone agent confirmed I would make the connection so I drove to Austin to catch my flight. While waiting at the gate the flight was delayed again, now to 6:25pm. Attendant at the gate confirmed that I would make my connection. As I was boarding the plane I was told that I'd have to check my carry-on. I explained that I had a tight connection in JFK, but was reassured by the gate that it wouldn't be a problem. As we approached JFK the flight had to circle until we were diverted to refuel in Philly for return to JFK. Once we finally landed at JFK it was 12:30am and thought I would have time to catch my connecting flight however, no one from Jetblue met the plane and the crew did not provide connection information. I looked at the departure boards but my flight was not listed. As I attempted in vain to search the gates for my departing flight and access the flight status option on the website (which did not work) I went to the previous gate I was told the flight would be at before it had been delayed several times, but it was not there and the only manned ""Just Ask"" station in the terminal was in close proximity but with twenty people in line. So I called the 1-800 number and it was obvious that the phone agent was not well trained and tried to inform me that my next flight was my departure flight on the 29th and all my previous flights had departed on time. She had no idea that my flights had been delayed and informed me that the only available flight was 8:36am that morning. I asked then why had I received texts that my connecting flight was not departing until 01:07am and she couldn't explain it but asked if I wanted to change my flight as if I had a choice. When I said yes, she stated that she would have to get a supervisor to allow her to make the change. That process took about 30 minutes and at the conclusion she told me that I needed to talk to an employee at the terminal to confirm the information she'd provided me. When I finally got to the front I was told that the flight had indeed been delayed and that I could have caught that flight and my bag had made it on the flight. Why wouldn't the flight be on the departure screens? So now I have no access to my bag during the 8 hour layover. To top it off, I requested to talk to a supervisor and was told that someone would come talk to me but it could take a while, I have 8 hours to spend here anyway so said sure I'll wait. Two hours later I was told that the supervisor would not be able to speak with me and that if I truly wanted to speak with one that I would need to exit security and search for one at the ticket counter. Had I known, I would have canceled my travel plans. First and last time I'll fly on Jetblue."
"no"," |  I have had two very unpleasant experiences with JetBlue recently. Lost baggage. Significant delays and missed connection to desired airport. Had to reroute to another airport. In regards to the first unpleasant experience, lost baggage. Luggage never left JFK airport, my departure airport. My ultimate destination was La Paz, Bolivia, with a connection to Washington IAD from New York JFK. Representative sent me to the incorrect terminal after I was already at the correct terminal (Terminal 5). This already caused a stressful situation. Secondly, upon my arrival, my bags did not arrive to my final destination, La Paz. The second awful experience was due to a severe delay and missed connection. Once again, JetBlue. I've already spent enough time writing complaints, I would prefer not to anymore. Avoid at all costs."
"yes"," |  Los Angeles to New York. Today was my 10th flight with JetBlue. Boarding was fast and efficient, 30 minutes after takeoff water bottles were handed out, orders taken for soft drinks and snacks handed out later on. The leg room was very good for this 5.5 hour leg. I purchased a cheese and cracker box for $9 which was amazing as well as a few drinks. An hour before landing crew members passed by with water bottles again. The downside on the A321 is that the remote on the seat is in the middle of the armrest and I kept on accidentally hitting the volume, I had to fiddle a little with the head phone jack. Wi-Fi worked perfectly throughout the flight and it was free. All the flight attendants were more than friendly."
"no"," |  Orlando to Cancun. Have flown to Cancun several times and the flight has never been less than 3 hrs late with jetblue. Their service and explanation as to why they are late is horrible. It appeared they claim it's an equipment problem when really it's lack of tickets sold and they want to move people to later flight"
"yes"," |  Tampa to Hartford. Check-in was efficient and orderly. We flew with a all-male crew. The announcer was amusing, informative, and entertaining It was a pleasant change. Service was great and made it a lot easier to deal with the hollering toddler. Good job JetBlue."
"yes"," |  New York JFK to Los Angeles. This morning's flight was my ninth with JetBlue. Service was superb. Water bottles plus drink and snack service were given out about half hour after takeoff, a couple of trash runs made and if you needed to get anything the little fridge in between Mint and Even More Space with snacks as well as the back galley, towels were given out during initial descent. I bought a chicken sandwich since I was starving and it wasn't bad. I love the fact that I'm Even More Space you get so much room to stretch your legs out. The airline offered many free movies on demand as well as directTV. Looking forward to my flight back to NYC on Monday."
"no"," |  Orlando to Richmond. Stranded at the gate without any notification. The JetBlue ap still had the flight listed as ""On Time"" but the flight at the gate changed to another destination. No notice and no flights out of Orlando to Richmond that day. Our business client was left stranded. We will never book a flight with JetBlue again. If you depend on your airline to deliver on what they sell loof elsewhere. Clearly with the long line of passengers waiting to find alternate flights due to the multiple JetBlue canceled flights, this is standard practice for JetBlue. If the flight isn't full, they cancel and cut their losses at the expense of the passengers. A simple refund will not make up for our loss of revenue and our disappointed client left stranded in Richmond. Stay clear of this airline!"
"yes"," |  Fort Lauderdale to San Jose (Costa Rica). Boarding process was very relaxed despite the fact the the flight was full. We paid the upgrade to ""even more space"". The comfort and space were unparalleled. Wifi on board, Live TV. Staff willing to help. Everything was on time. Right before taking off we were notified that there was a problem with one of the slides. They attempted to repair it while we were on board and were unable to do so. They apologized and had to request that we get off the airplane while they tried to work on it. The captain remained at the gate updating passengers as he received information. They managed to fix everything within 30 minutes. All in all, we were delayed by 2 hours. But we understand that it happens. The airline did what it needed to do: fix the problem and make sure the passengers were safe, informed and reassured. The flight was flawless, service was great. Attendants were professional, kind and taking care of passengers. In 24 hours I received an email with an airline credit and apologies for the delay. On our way back, we sat in regular economy seats. Leg room was ample. Service was amazing. Couldn't ask for more."
"no"," |  Boston to New York. I am so disappointed by my experience with JetBlue from two weeks ago. After sitting on the plane on the runway for an hour we were all told to exit the plane and wait in a very long line to figure out how to fix our travel plans. There were about 5 of us traveling to Honolulu who got completely screwed because we missed our connecting flight. The only option for us was to wait 12 hours for a flight to Vegas > Honolulu then a 3 hour delay before finally flying to Lihue for me. This means I missed my first night in my hotel. I was 14 hours late to my final destination. I missed my shuttle and had to pay for a taxi which was ridiculously expensive. When I wrote to JetBlue they refused to reimburse me for anything and gave me a $50 credit. You can't fly anywhere for $50.  This company is worth hundreds of millions of dollars yet they can't afford to pay for their mistakes."
"no"," |  New York to Las Vegas. We were to fly out of New York May 5th, but they canceled our flight. I understand weather and such, but delay it would have been better. I called customer service to the tune of I am sorry, nothing we can do. We had a show that was paid for months ago and important to get to Las Vegas before 8pm. They could only get us on a 6-7pm flight which put us into LV after the show had started. Considering airlines were flying out in the afternoon, when the weather was better, JetBlue could not even accommodate by adding a flight that would have helped many of us who had to scramble for another airline. Every airline we checked was full or flying out in the evening. You could imagine how upset I was. JetBlue has a high cancellation record and I have been flying with them since the beginning. Dealing with TV's that haven't worked to sometimes unfriendly crew members, I brushed it off. When customer service on the phone says this has happened to them and they didn't take it out on the person trying to help them, after asking them how would they feel if this happen to them? That was wrong. Flying home on JetBlue was terrible. Full flight and the TV's did not work. It was a new plane and they did not work. Crew was not that friendly, empty cups and soda bottles were left under the seats. I feel like they have overgrown. No regard for the inconvenience of their passengers who have to shell out hundreds more dollars for a flight with another carrier or who miss important events. If you cancel a flight, figure out rescheduling a little later. That is the right thing to do. Put another airplane into use with a crew. I will tell you, we flew out on Delta and I was very impressed. I have 2 more trips on JetBlue coming up and then I think I need to part ways. I felt at their mercy like they shrugged their shoulders. I have choices and they should understand that. Sometimes the lower fare is not the best choice. I have written them many times on their great service and flights. Now I can't say that. They price gauge for everything from seating room, $70 for more legroom and the seats are not much more comfortable. At least on Delta, seats are wider and more comfortable for an up charge. This put us out almost $500 that we did not expect to spend. Everyone has their opinion and experience with each airline. JetBlue is getting a thumbs down for the added stress it put on my short weekend in Vegas."
"no"," |  \r\nJust flew JetBlue for the first time from Orlando to Los Angeles. The plane was dirty, the staff were less than attentive. They couldn't be bothered to help with service of any kind. We were in row 1 so the two times they did come by (once for food and once for trash), they rushed past our row without stopping to ask if we wanted or needed anything. We had to ask them to come back. I will avoid flying this airline again."
"yes"," | First time flying with Jetblue from Detroit to Ft Lauderdale and I'm writing this review while I'm in the air because the wifi is free. Incredible service from staff and I fly frequently (delta, spirit, etc). The captain introduced himself before we flew and made sure to welcome us at the gate. I'm in an incredibly nervous flyer and when we hit turbulence the captain made sure not only to switch the seatbelt sign on and he took the time to reassure the passengers. He made me feel so much safer. The seats had plenty of room and the staff were excellent. Definitely will be flying Jetblue again."
"no"," |  New York La Guardia to Fort Lauderdale. My husband and I had a layover in Fort Lauderdale which was supposed to be for two hours. Instead, we were delayed for almost five hours. By the time we got to our hotel it was 1am. I can honestly say my family and will do all possible to refrain from flying JetBlue in the future. We paid for the even more space seats and we were squeezed in them. The seat space is just the distance from seat to seat. Not the seat itself."
"yes"," |  This was the first time I have flown Jetblue flying from Philadelphia to Fort Lauderdale, but it will not be the last. I was impressed from beginning to end. The check in staff were helpful and friendly. My flight attendants were excellent. The departures and arrivals both ways were flawless. The on-board amenities are bar none. In this day an age, excellent customer service is hard to find. \r\n"
"yes"," |  Flew home last night flight from Las Vegas to New York JFK, flight 1248. Wanted to give credit where credit is due! This was the first flight I have flown where the captain came over the PA and made an announcement assuring us about the turbulence, how uncomfortable it can be for us but to be reassured the aircraft can handle these type of situations and not to worry. I felt he did everything he can possibly do to try and avoid the constant turbulence to make for a peaceful flight. Will make sure to make JetBlue as my first flight choice in the future."
"yes"," |  The only criteria to book my connecting flight from Boston to JFK on this airline was the very convenient departure time. I had not flown on this airline before nor did I have any idea what I was going to expect. From entering the Terminal C in Boston until leaving the dedicated Terminal in JFK it was a unique and breathtaking experience. When I approached the self-check-in kiosks at Logan a smartly dressed employee came up to me and assisted me through the entire process. The whole check-in area had more the appearance of an After-work-lounge than an airport facility. Everything looked so classy, like out of some Hollywood movie. There were no lines at security and I was through in a breeze. Doors were closed on time. The seats on the small Embraer jet were comfortable, even for me as a tall guy. I took advantage of the live television broadcast on the individual screens and caught up with the latest political and weather news. There was a 30-minute-departure delay out of Boston but we reached the gate at JFK right on time. In-between the young and enthusiastic crew served softdrinks and snacks of high quality. Jet Blue is without any doubt the best American domestic carrier I have ever flown on."
"yes"," |  Orlando to New York JFK. Very disappointed, was 1 minute late to check in at kiosk for a 6am flight and by the time I made it to the crew member it was another 4 mins in, the agent would not allow my family of 4 including a lap child to check in saying that I had to have checked in 40 mins prior to flight, and adding that the flights are booked due to a delay the evening before - and they had to accomodate several other passengers. This is ridiculous we had 3 paid seats which they gave away for a minute delay we could have easily made to the gate on time if the agent had shown a little care and checked us in. When I called the customer service center to report this issue they were not helpful and said there was nothing they could do. I am returning home and waiting to go back to airport for a 6:40 pm flight, enough of my issue a word of advice to whoever is flying and running a little bit behind make sure to take a few minutes to do online check-in so you can ensure that you are checked in 40 minute prior and then as needed print your tickets at kiosk. This really was not nice!"
"no"," |  I flew from Salt Lake City to New York with my mother (76 years). I fell asleep then my mom woke me up telling me she was not feeling well. My mom almost passed out for a short time. I called the flight attendant who showed up I told her my mom does not feel well and I asked her for water, she grabbed a small bottle of water and disappeared. She could not even asked me what was wrong with my mother. I have no idea how this woman works as a flight attendant. Smile and be nice to people is not hard at all. Very disappointed with Jetblue service. They did not provide anything not even water. Flight 72 Saturday April 22 of 2017."
"no"," |  Charleston to Fort Lauderdale. Today I should be on the spring break vacation with the young children and teenage nieces that I have been planning for 6 weeks. Due to a cancellation and no rebooking availability on Jetblue, I sit at home writing this oh so very true review. There are no considerable hotels available within driving distance. Thus, there is very little we can do at this point to overcome the disappoint our family is encountering. After two hours and getting no where with Jetblue, I am simultaneously attempting to cancel all other accommodations arranged for this trip. I am highly discouraged by this airline's lack of treatment to its patrons. Customer service under provided when it could have chosen to be highlighted as unforgettably amazing! Jetblue better step up its CS game or face serious future consequences. Empower your employees to do want is right in extenuating circumstances. We are people not systems. Southwest here we come again, gave JB straight one star because I wouldn't know - never boarded the flight and couldn't be rebooked for another. As it related to value for money, the minimal credit issued does not come close to covering our losses. My kids are heartbroken."
"yes"," |  New York JFK to Los Angeles, Whereas I've often seen that when a couple of family comes aboard separated they will sit together and when someone comes who has the seat they all work it out - with my volume of travel, and my teams', we're often those people who switch our seat, here's how JetBlue made this mess. There were no adjacent tickets available for purchase when we bought the tix so we ended up with two mint window seats and two aisle seats, each set on opposite sides of the aisle, my 11 year old son sat on his own but of course we couldn't leave my 7 year old little girl sitting alone by a window seat while my wife sat on the other side of the aisle without even full view of my daughter and have some stranger sit next to my little girl. So my wife sat next to my little girl until we could talk to the person in that seat - who we assumed would be reasonable like the rest of us. Then one of the gate staff came in and told my wife she had to move, leave my 7 year old little girl who still carries her pink blanket with her alone. I went up and told them there was no way we were leaving our little girl alone in that seat, wait for some stranger to sit there and hope the airline could work it out. The guy across the aisle was sweet amidst what was becoming a tense situation and offered to trade, which was great. I then went up to tell the pilot, stewardess and offending gate person that I was going to issue a formal complaint and rather than simply apologizing or even just saying something like ""I understand of course, go ahead"" he threatened to have our family wait for the next flight if I complained. I was speechless and since my wife and my daughter were now sitting together safely I let it go. Do they train these airline people on customer service and service recovery at all? Do you JetBlue?"
"no"," |  Due to fly Jetblue from JFK to Charleston. Entire weekend cancelled, trip cancelled completely with no options and all they say is ""sorry, we can provide you a refund."" Seriously? You have got to be kidding, I took off two days off work and missed a wedding. They are not partners with any other airlines and I spoke with multiple supervisors, who offered nothing. First, they cancel my flight on Thursday from JFK to Charleston, they provide no solution for Thursday, they re-book me out of Philadelphia for the following day, Friday, with a layover. On Friday, they delay my flight so I would miss the layover. After hours on the phone without any solutions they give me a refund. Sorry, a refund does not cover the days I took off from work and the vacation that was completely ruined and the wedding that I missed!\r\n"
"yes"," |  Austin to New York JFK. This is my 8th flight on jetBlue and service has always been impeccable. Crew are pretty friendly. On this flight there were two movies available for free , Wi-Fi, drinks and snacks were complimentary too and served about 45 mins after takeoff for our 3.5 hour flight back to New York. I flew with my partner as usual on a buddy pass and this time we were given one row each on Even More Space but opted to sit together, flight was almost full. The best thing about flying on the Embraer 190 is that it's one row of 2 seats on each side of the aircraft so if you're a couple like us there's no one sitting on either side. Thanks again for great service."
"yes"," |  Rochester to Albuquerque. My father flew alone with the assistance of the wonderful crew of Jet Blue. My father has Vascular Dementia and with the assistance from the employee he made it safe from New York to New Mexico. I cannot say how thankful I am to the flight crew staff at Jet Blue for getting my dad home safely and accommodations they made to make him comfortable with his medical condition."
"yes"," | West Palm Beach to New York JFK with Jetblue Airways. Brand new plane, very nice entertainment, wifi is excellent - I can chat with my friends while in the air. But my concern was the food which was not that great. Staff are excellent and friendly, but they need to offer good snacks. The interior of the plane is clean."
"yes"," | Flew from Orlando to New York-JFK with Jetblue Airways. A brand new A321 was awaiting me at the gate. Aircraft was in great shape and the interiors were excellent. Professional service at MCO with a smooth and on-time check-in. A great variety of snacks and drinks are complimentary, which is something not seen in other domestic US carriers. Another aspect of JetBlue which made the journey comfortable was the complimentary Wi-Fi. Great service onboard and the journey seemed shorter than it usually feels due to the great facilities onboard. JetBlue is surely my choice of travel for all domestic journeys in the USA due to its modern fleet and great service."
"no"," |  Los Angeles to New York JFK. Travel with a service animal. Have animal training certificate and proper identification. My pet is a seizure alert medical service animal and the CRO denied my paperwork, medication I take for condition, and threatened to remove me from my flight because I stated he was discriminating against an individual with a disability. Made me pay 100$ or miss my flight. In addition, he stated that the airline does not accept certified service animal documentation."
"no"," |  Baltimore Washington to Orlando. Everything is extra. It's an a la carte airline and not for families. If you are a single person with no luggage then it's a great airline. If you have a family then it's abysmal. I wasn't even able to sit next to my wife and children even after a service representative assured me that we would be next to each other. Cost us an extra five hundred dollars in fees to fly."
"yes"," | West Palm Beach to Westchester. I love Jetblue, however staff never follow their own rules regarding carry on baggage? 2 bags - a carry on and 1 personal item. One bag in the overhead space. If they actually enforced this, there would be room for everyone. I sit and watch people get on the plane with 3, sometimes 4 bags and I watch them put everything in the overhead bins. Then, people that pay just as much as everyone else, but board later, have to check their bags. This is so frustrating. Enforce the rules Jetblue - it's not that difficult."
"no"," |  I have flown Jetblue for years and loved them. However, the last year has been a disaster for them. Flight delays and cancellations have become the rule rather than the exception. I don't usually write reviews, but this particular time I was suppose to fly from Burlington to Washington Dulles, which is considered a short flight. My flight was to leave Burlington at 5:40, with a layover in New York, and get to Virginia at 9am. It is now projected that I will arrive in Virginia at 12-1am. An almost 24 hour delay. I am sorry for the employees who have always been kind and respectful and demonstrated excellent customer service skills. Unfortunately, the frequent, extended delays are ruining the good name of this company. If you want to get where you are going on time, pick another airline.\r\n"
"yes"," |  Chicago to New York JFK. I first flew Jetblue in 2008/09. I was sceptical then to give a review as I thought let me give it some time, see if they are consistent. I love JetBlue because they are punctual, and the seats are the most comfortable of any airline I've flown, there is heaps of leg room in economy class. There is a screen in the back of the seat directly in front of me and I can watch whatever I choose to. In all a very comfortable, pleasant airline to fly with. I choose Jetblue over all others. Thank you for your service!"
"no"," |  Phoenix to Boston. JetBlue Airways attracts it's customers with low prices for airfare as well as complimentary items such as their free 36 Direct TV channels on their in flight entertainment systems. However, while complimentary items and low airfare are nice, the customer service always needs to be a priority and that is what was lacking on Flight 602 service to Boston. Even though this was a Red-eye flight (aka an all-nighter), I believe that at the least flight attendants shouldn't be screaming for people to sit down. The attendants on this flight I can imagine probably don't like their shift but taking it out on the passengers isn't right. And while I understand that they have a tight schedule to keep they are perfectly capable of saying please and thank you every once in a while. All I have to say is that if you think low airfare and complimentary items beats Customer Service in the airline industry, then Jetblue Airways isn't so bad - but personally I prefer an airline with good customer service."
"yes"," |  San Juan to New York JFK. This is has been my fourth flight with JetBlue using a buddy pass with my partner and service has been awesome. Flight time was slightly under four hours back to JFK. Checkin at San Juan was a breeze since we had nothing but backpacks so we just printed the tickets on a machine and after arriving at the gate were informed our flight was gonna be delayed which wasn't a big deal. Afterwards we were called and assigned seats on Even More Space right behind L2. Flight attendants were extremely courteous and offered me a free snack box which was absolutely delicious. Afterwards drinks and snacks were served and we had a pretty smooth ride back home. I love the fact that each time I have flown with JetBlue everyone seems so upbeat from the ground crew to the flight crew. Looking forward to our next flight in a month or so."
